"url";"type";"category";"price";"rooms";"bedrooms";"bathrooms";"walkscore";"year_built";"high_schools";"primary_schools";"transit_friendly";"groceries";"restaurants";"pedestrian_friendly";"greenery";"historic";"cycling_friendly";"car_friendly";"vibrant";"shopping";"daycares";"nightlife";"cafes";"quiet";"parks";"lat";"lng";"lot_area_sqft";"lot_area_m2";"parking_driveway";"parking_garage";"parking_carport";"bedrooms_basement";"powder_rooms";"tipology";"neighbourhood"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ahuntsic-cartierville/10241745?view=summary";"rent";"condo for rent";1585;4;1;1;57;2022;4;4,5;4,5;4,5;3;4;2,5;1,5;2,5;4;2;2,5;5;2;3;2;4,5;45,529656;-73,723731;NA;NA;NA;NA;NA;0;0;"condo";"Ahuntsic-Cartierville"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/18063568?view=summary";"rent";"condo for rent";1795;4;1;1;81;1910;5;4,5;4,5;4;4,5;5;4,5;2,5;3;2,5;4;5;5;4;4,5;3;5;45,500587;-73,583819;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-villeray-saint-michel-parc-extension/13498281?view=summary";"rent";"condo for rent";2500;5;1;1;81;NA;4;4,5;5;5;4;5;3;2;4,5;3,5;3,5;4,5;5;3;2;1,5;5;45,547147;-73,604736;NA;NA;NA;NA;NA;0;0;"condo";"Villeray-Saint-Michel-Parc-Extension"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/20575608?view=summary";"rent";"condo for rent";1300;5;3;1;79;1949;4,5;4,5;5;5;3,5;4;2;1,5;3;3;2;4;5;1;3;4;5;45,513468;-73,682649;NA;NA;NA;NA;NA;0;0;"condo";"Saint-Laurent"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/27538752?view=summary";"rent";"condo for rent";1495;4;3;1;28;1960;4;2,5;3;3,5;2,5;3;2,5;0;3;4;1,5;3;3,5;1,5;2,5;5;3,5;45,502861;-73,700726;NA;NA;NA;NA;NA;0;0;"condo";"Saint-Laurent"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/11438720?view=summary";"rent";"condo for rent";2150;5;2;1;91;1885;4,5;4;5;4,5;4,5;4;2,5;3;2;3,5;4;5;4,5;4;4,5;0;5;45,492852;-73,571629;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/15707541?view=summary";"rent";"condo for rent";2400;9;3;2;73;1945;4;5;4,5;4;3,5;4,5;4;2;2,5;3;2;3,5;5;1,5;3;3;4;45,48189309;-73,63489667;NA;NA;NA;NA;NA;0;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-rosemont-la-petite-patrie/10190343?view=summary";"rent";"condo for rent";2000;7;3;1;87;1929;4;4,5;4,5;4,5;4;5;3,5;2;4,5;3;3,5;4;5;3;2,5;3;5;45,54846;-73,589981;NA;NA;NA;NA;NA;0;0;"condo";"Rosemont-La Petite-Patrie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/26842479?view=summary";"rent";"condo for rent";2000;7;3;1;72;NA;4;4,5;4;4,5;3,5;4,5;5;1,5;2,5;3;2,5;4;4,5;1,5;2,5;4,5;5;45,50589;-73,629196;NA;NA;NA;NA;NA;0;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/23879394?view=summary";"rent";"condo for rent";2500;5;1;1;77;2018;3;4;5;4,5;4;5;3;2,5;5;3;3;4;4;3;3;2,5;4,5;45,478822;-73,56878;NA;NA;1;NA;NA;0;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/9077312?view=summary";"rent";"condo for rent";1640;2;0;1;95;NA;2,5;4;5;4,5;5;5;1,5;4;2,5;3,5;4,5;5;5;4,5;5;2;5;45,50407609;-73,56189966;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-plateau-mont-royal/21882375?view=summary";"rent";"condo for rent";1570;5;2;1;83;NA;4;5;4,5;4,5;4;5;3,5;3;4,5;2;3,5;4,5;4,5;3,5;3;2;5;45,536101;-73,56319;NA;NA;NA;NA;NA;0;0;"condo";"Le Plateau-Mont-Royal"
"https://www.centris.ca/en/condos-apartments~for-rent~westmount/19234070?view=summary";"rent";"condo for rent";1400;5;1;1;87;1949;4;4;4,5;4,5;3,5;5;5;2,5;2;3,5;2,5;4,5;4;2;3;4,5;4;45,478392;-73,60867;NA;NA;NA;NA;NA;0;0;"condo";"Westmount"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/26604317?view=summary";"rent";"condo for rent";2300;9;3;1;31;2010;2;2,5;2,5;2;2,5;2,5;1;0;3;4;1;2,5;3,5;0,5;2,5;5;4;45,51445558;-73,71695703;NA;NA;NA;NA;NA;0;1;"condo";"Saint-Laurent"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-lachine/9965812?view=summary";"rent";"condo for rent";1675;4;2;1;55;2022;4,5;5;3;3;2,5;4,5;2;2,5;4;3,5;1,5;2,5;5;2;3;4,5;4,5;45,4349818;-73,67395042;NA;NA;1;NA;NA;0;0;"condo";"Lachine"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-rosemont-la-petite-patrie/28223511?view=summary";"rent";"condo for rent";1100;3;0;1;91;1967;4;4,5;4,5;5;4,5;5;3;3;5;2;4;5;5;3,5;2,5;3,5;4,5;45,531915;-73,60729;NA;NA;NA;NA;NA;0;0;"condo";"Rosemont-La Petite-Patrie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/26581364?view=summary";"rent";"condo for rent";1690;6;1;1;83;2020;3,5;4,5;5;4,5;3,5;5;2;2,5;4;3,5;2;3,5;5;1,5;3;4;5;45,4622969;-73,5636232;NA;NA;NA;NA;NA;0;0;"condo";"Verdun"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/23249093?view=summary";"rent";"condo for rent";1900;4;1;1;82;2003;4;4;5;5;4,5;5;3;3;3,5;2,5;3,5;4,5;4,5;3;4;2;5;45,48530839;-73,57951837;NA;NA;NA;NA;NA;0;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/28774375?view=summary";"rent";"condo for rent";2295;6;2;2;93;NA;4,5;4;5;4,5;4,5;5;3;3;3;2,5;4;5;5;4;4,5;2,5;4,5;45,501182;-73,579147;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26238496?view=summary";"rent";"condo for rent";1750;5;1;1;91;2006;3,5;4,5;5;4,5;4,5;5;2;3;3,5;3;4;5;4;4;4,5;2,5;5;45,49492;-73,566155;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~mont-royal/25217746?view=summary";"rent";"condo for rent";2900;10;2;2;79;1950;4;5;3,5;4;3,5;4;3,5;1,5;3,5;4;2;4,5;5;1,5;2,5;3;4;45,5201349;-73,6458618;NA;NA;NA;1;NA;0;0;"condo";"Mont-Royal"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-lasalle/14927486?view=summary";"rent";"condo for rent";1495;5;2;1;59;1956;1;4,5;4;4;2,5;3;4;0,5;2,5;4;1,5;3;4,5;1;2,5;3;4;45,430773;-73,638833;NA;NA;NA;NA;NA;0;0;"condo";"LaSalle"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/12462139?view=summary";"rent";"condo for rent";3900;4;2;2;97;2018;4;3,5;5;5;5;5;1,5;3;2;3,5;4,5;5;5;4,5;5;1,5;5;45,49676093;-73,57172125;NA;NA;NA;1;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/28652056?view=summary";"rent";"condo for rent";995;3;1;1;74;1954;4;4;4,5;4;3,5;3,5;2,5;1;2;3;2;3,5;5;2;2,5;0;4,5;45,48944968;-73,6435068;NA;NA;NA;NA;NA;0;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/17347342?view=summary";"rent";"condo for rent";2500;8;1;2;83;NA;4,5;5;4,5;4,5;3,5;5;4,5;2;2;2,5;2,5;3,5;5;2;3;2,5;4;45,482644;-73,629898;NA;NA;NA;NA;NA;1;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/houses~for-rent~montreal-saint-laurent/16381651?view=summary";"rent";"house for rent";2950;10;4;3;18;2008;0;3;2,5;3,5;2;2;2,5;1;2,5;4,5;1;2,5;4;0,5;1,5;4,5;3,5;45,503065;-73,729975;NA;NA;1;1;NA;1;1;"house";"Saint-Laurent"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/28056198?view=summary";"rent";"condo for rent";2975;5;2;2;75;2019;5;5;4;4;3;3;3;0,5;2;3,5;2;4;4,5;2;3;3,5;4,5;45,494141;-73,647194;NA;NA;NA;1;NA;1;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/19548174?view=summary";"rent";"condo for rent";4250;7;2;2;76;NA;1,5;1;4,5;4,5;4,5;4;1,5;3;4;3,5;3,5;4,5;4,5;3,5;3,5;2,5;5;45,512657;-73,549746;NA;NA;NA;1;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26782322?view=summary";"rent";"condo for rent";1700;5;1;1;94;2014;4,5;4;5;5;4,5;5;2;3,5;4,5;2,5;5;5;5;4,5;4,5;1,5;5;45,512376;-73,56887;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ouest/18576102?view=summary";"rent";"condo for rent";2150;4;2;2;33;NA;4;3,5;3,5;3,5;3;2;2;1;1;5;1,5;3;4,5;1,5;2;0;4;45,451046;-73,635194;NA;NA;NA;NA;NA;0;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-outremont/22247607?view=summary";"rent";"condo for rent";2950;6;3;2;77;1947;4;4;4,5;4;4,5;5;4,5;2;3,5;3,5;3;5;4;3,5;3;2;5;45,515951;-73,603299;NA;NA;NA;NA;NA;0;0;"condo";"Outremont"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ahuntsic-cartierville/14855825?view=summary";"rent";"condo for rent";850;3;1;1;69;NA;1,5;4;4;4,5;3;3,5;1,5;0;1,5;4;1,5;4;4,5;1,5;2;4;4;45,534414;-73,66725;NA;NA;NA;NA;NA;0;0;"condo";"Ahuntsic-Cartierville"
"https://www.centris.ca/en/houses~for-rent~montreal-ville-marie/21766177?view=summary";"rent";"house for rent";4400;18;5;3;79;NA;5;4;5;4;4,5;5;3,5;2,5;3;3,5;3,5;5;4;3,5;4;3;5;45,49559039;-73,58875406;4561;423,72723894463;3;1;NA;2;2;"house";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-l-ile-bizard-sainte-genevieve/26467060?view=summary";"rent";"condo for rent";900;6;2;1;10;1964;0;4;1;0,5;2;1,5;3;1;1,5;4;0,5;1;4;1,5;1,5;4,5;4;45,483004;-73,883709;NA;NA;NA;NA;NA;0;0;"condo";"L'Île-Bizard-Sainte-Geneviève"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/15578561?view=summary";"rent";"condo for rent";2800;7;2;1;96;2005;4;4;5;4,5;5;5;1,5;3,5;3,5;3;4,5;5;5;4,5;5;1,5;4,5;45,49974025;-73,57568932;NA;NA;NA;1;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-mercier-hochelaga-maisonneuve/24647868?view=summary";"rent";"condo for rent";1250;3;1;1;82;1991;4,5;5;4;4,5;3;5;3,5;3;5;2,5;2,5;3;4;2,5;2,5;4;4;45,548492;-73,537949;NA;NA;NA;NA;NA;0;0;"condo";"Mercier-Hochelaga-Maisonneuve"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/27143033?view=summary";"rent";"condo for rent";1500;5;2;1;57;NA;3,5;4,5;4;4;3;4;4,5;2;3,5;3;2;3,5;4;1,5;2,5;4;4;45,452394;-73,600278;NA;NA;NA;NA;NA;0;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-plateau-mont-royal/13241131?view=summary";"rent";"condo for rent";1625;3;1;1;95;NA;4,5;4,5;4,5;5;4,5;5;2;3;5;2,5;4,5;5;5;5;3;0;5;45,524838;-73,597262;NA;NA;NA;NA;NA;0;0;"condo";"Le Plateau-Mont-Royal"
"https://www.centris.ca/en/houses~for-rent~kirkland/27452688?view=summary";"rent";"house for rent";3000;10;3;2;29;1984;2;3;1,5;1;2;2;3,5;0;2,5;4,5;1;3;4;0,5;2;5;3,5;45,446567;-73,844086;6300;585,284280936455;NA;NA;NA;0;1;"house";"Kirkland"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/27007491?view=summary";"rent";"condo for rent";4300;5;2;2;97;2008;4;3;5;5;5;5;2,5;3,5;2;3;4,5;5;5;5;5;0;5;45,496544;-73,572896;NA;NA;NA;2;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/18420859?view=summary";"rent";"condo for rent";1200;3;0;1;70;2021;2;4;4,5;4;4,5;5;1,5;2,5;4,5;3,5;3;4,5;4,5;3;3,5;4,5;5;45,488835;-73,562777;NA;NA;NA;NA;NA;0;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-laurent/9691044?view=summary";"rent";"condo for rent";1750;5;2;1;11;2013;2,5;3,5;2,5;2,5;2;2,5;2;0;2,5;5;1;2,5;3,5;0,5;1,5;2,5;4;45,511354;-73,729677;NA;NA;NA;1;NA;0;0;"condo";"Saint-Laurent"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/20271443?view=summary";"rent";"condo for rent";2240;4;2;1;90;1957;4,5;4;5;4,5;4,5;5;3;3;3;3;4;5;5;4;4,5;2,5;4,5;45,50091;-73,581741;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/15594178?view=summary";"rent";"condo for rent";2150;7;2;1;85;1984;4;5;5;4,5;4,5;5;4;3;3,5;2,5;3,5;5;4,5;3,5;4;3;5;45,490487;-73,570126;NA;NA;NA;1;NA;0;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/17925482?view=summary";"rent";"condo for rent";1000;1;0;1;70;2020;2;4;4,5;4;4,5;5;1,5;2,5;4,5;3,5;3;4,5;4,5;3;3,5;4,5;5;45,488835;-73,562777;NA;NA;NA;NA;NA;0;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22516366?view=summary";"rent";"condo for rent";2400;7;2;2;88;2021;2,5;4,5;5;4,5;4,5;5;4;3,5;5;2,5;4;4,5;5;5;3,5;4,5;5;45,521386;-73,553124;NA;NA;NA;1;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/houses~for-rent~dollard-des-ormeaux/19199968?view=summary";"rent";"house for rent";2000;8;3;1;34;1973;1,5;2;2;1;2,5;2,5;3;0;2,5;4;1;3;4;1;2;5;3,5;45,479536;-73,837364;NA;NA;NA;1;NA;0;1;"house";"Dollard-des-Ormeaux"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22454857?view=summary";"rent";"condo for rent";2400;4;1;1;97;2016;4;3,5;5;5;5;5;1,5;3;2;3,5;4,5;5;5;4,5;5;1,5;5;45,496706;-73,572336;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/10558957?view=summary";"rent";"condo for rent";1850;4;1;1;93;2021;2,5;4,5;5;4,5;4,5;5;2;4;3;2,5;4;5;4,5;4;4,5;3;4,5;45,500518;-73,560845;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/28154199?view=summary";"rent";"condo for rent";2100;5;2;1;94;2021;5;5;5;5;4,5;5;2,5;3;2,5;2;4;5;4,5;3,5;4;2;5;45,4891;-73,583014;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-lasalle/16141299?view=summary";"rent";"condo for rent";3150;5;3;1;41;NA;1,5;4,5;2;3,5;2;2,5;3;0;2,5;4,5;1;2;4;0,5;1;2,5;3,5;45,510748;-73,804235;NA;NA;NA;NA;NA;0;0;"condo";"Pierrefonds-Roxboro"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-lasalle/23586130?view=summary";"rent";"condo for rent";2020;5;2;1;47;2021;2;3;3,5;4,5;3;3,5;2;1;2,5;4;1,5;4,5;5;2;2,5;1,5;4,5;45,4506247;-73,60657782;NA;NA;NA;NA;NA;0;0;"condo";"LaSalle"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/15925089?view=summary";"rent";"condo for rent";3500;7;2;1;76;2017;1,5;1;4,5;4,5;4,5;4;1,5;3;4;3,5;3,5;4,5;4,5;3,5;3,5;2,5;5;45,513463;-73,549596;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/houses~for-rent~montreal-l-ile-bizard-sainte-genevieve/25746495?view=summary";"rent";"house for rent";3900;7;3;1;2;1986;0;0;0;0;1;1;4;0;2;4,5;0,5;0;4,5;0;0,5;4,5;5;45,50700516;-73,90693573;NA;NA;6;1;NA;0;1;"house";"L'Île-Bizard-Sainte-Geneviève"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/21444078?view=summary";"rent";"condo for rent";2292;8;3;1;88;1910;4;4,5;5;4,5;4;5;3;3;4,5;3;2,5;4,5;4,5;2;3,5;3;5;45,475637;-73,585615;NA;NA;NA;NA;NA;0;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-mercier-hochelaga-maisonneuve/22205862?view=summary";"rent";"condo for rent";1400;6;1;1;67;2020;4;4,5;4,5;4,5;3,5;5;4;2;4,5;3,5;3;3,5;4,5;2,5;3;2;5;45,552495;-73,554214;NA;NA;NA;1;NA;0;0;"condo";"Mercier-Hochelaga-Maisonneuve"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22637082?view=summary";"rent";"condo for rent";2400;4;1;1;51;1999;0,5;1;4;4;4,5;3;2;1;3,5;4;3;4,5;4;3,5;3,5;0;5;45,51422;-73,547465;NA;NA;NA;1;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26888900?view=summary";"rent";"condo for rent";1510;3;1;1;90;1969;5;4,5;5;4,5;4,5;5;3;3;3,5;2,5;4;5;4,5;4;4,5;3;5;45,499081;-73,582282;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/11037887?view=summary";"rent";"condo for rent";3200;12;3;2;54;1982;0,5;2;3;4;2,5;2,5;3,5;0;4;4,5;1;2;4,5;1;3;5;4;45,46563033;-73,53772453;NA;NA;NA;1;NA;0;0;"condo";"Verdun"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/24554232?view=summary";"rent";"condo for rent";1500;7;1;1;94;2013;3,5;2,5;5;5;4,5;5;2;3,5;4,5;2;4,5;5;4,5;4,5;4,5;3,5;5;45,511118;-73,56156;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/24418160?view=summary";"rent";"condo for rent";2800;6;2;2;96;2016;4;4;5;5;4,5;3,5;2,5;3;2;3;4;5;4,5;4;5;0;5;45,49583927;-73,57024975;NA;NA;NA;1;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~dollard-des-ormeaux/16920095?view=summary";"rent";"condo for rent";1800;5;2;2;50;2020;2,5;3;2,5;2;2,5;3;2;0;2,5;3,5;1,5;3;4,5;1;2,5;5;3,5;45,47935338;-73,84035612;NA;NA;NA;1;NA;0;0;"condo";"Dollard-des-Ormeaux"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/11851294?view=summary";"rent";"condo for rent";1900;4;1;1;29;2012;1,5;0,5;3,5;3;2,5;3,5;1;0;3;5;1,5;2,5;5;2;3;4,5;4;45,47357644;-73,5378983;NA;NA;NA;1;NA;0;0;"condo";"Verdun"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-plateau-mont-royal/25494987?view=summary";"rent";"condo for rent";1350;4;1;1;96;NA;4;4,5;4,5;5;4,5;5;2,5;3,5;5;2,5;5;5;5;5;3,5;0;5;45,517593;-73,580343;NA;NA;NA;NA;NA;0;0;"condo";"Le Plateau-Mont-Royal"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-lasalle/9220597?view=summary";"rent";"condo for rent";2000;6;3;2;29;NA;0,5;1;2,5;2,5;2,5;2,5;2,5;0;2,5;4;1;3;3,5;1;2,5;5;4,5;45,43818;-73,605111;NA;NA;1;NA;NA;0;0;"condo";"LaSalle"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/11524442?view=summary";"rent";"condo for rent";1990;3;1;1;94;2017;5;4,5;5;4,5;4,5;4;3,5;3;2;2,5;3,5;5;4,5;3,5;4,5;0;5;45,49146717;-73,5767628;NA;NA;NA;1;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~mont-royal/23352392?view=summary";"rent";"condo for rent";1800;6;3;1;71;1951;4;4;4,5;4,5;3,5;4,5;3;1,5;3,5;4;2,5;4,5;5;2;3;2;4,5;45,519044;-73,629245;NA;NA;1;NA;NA;0;0;"condo";"Mont-Royal"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/18143618?view=summary";"rent";"condo for rent";2600;8;1;1;86;1910;4;4,5;4,5;4,5;4;5;4,5;3;4,5;3;2,5;4;5;2;3;4;5;45,47350416;-73,58570627;NA;NA;NA;NA;NA;1;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/24932691?view=summary";"rent";"condo for rent";3000;6;2;2;98;2013;4,5;4,5;5;5;5;5;1,5;3;2,5;4;4,5;5;4,5;5;5;1;5;45,502717;-73,568852;NA;NA;NA;1;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-outremont/17276984?view=summary";"rent";"condo for rent";2000;6;3;1;80;1926;4,5;4,5;5;5;4;5;3;3;4,5;2,5;3,5;4,5;5;3;3;1,5;5;45,523191;-73,612766;NA;NA;NA;NA;NA;0;0;"condo";"Outremont"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-rosemont-la-petite-patrie/28123829?view=summary";"rent";"condo for rent";2175;6;3;1;87;NA;4;4,5;4,5;4,5;4;5;4,5;2;4,5;2,5;3,5;4;5;3;2,5;4;4,5;45,54702951;-73,5896198;NA;NA;NA;NA;NA;0;0;"condo";"Rosemont-La Petite-Patrie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-lachine/14553324?view=summary";"rent";"condo for rent";1325;3;1;1;55;NA;4,5;4;2,5;3,5;2,5;3,5;3;2,5;4;4,5;1,5;2,5;4,5;2;3;4;5;45,4334882;-73,68184695;NA;NA;1;NA;NA;0;0;"condo";"Lachine"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/15052535?view=summary";"rent";"condo for rent";1390;3;1;1;75;2022;5;5;4;4;3,5;4;4;1;1,5;3,5;2;4;4,5;2;3;3;4,5;45,49320079;-73,64773543;NA;NA;NA;NA;NA;0;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22844468?view=summary";"rent";"condo for rent";2400;5;2;1;99;NA;4;4;5;5;5;5;2;3;4;3;5;5;5;4,5;5;2,5;5;45,50676;-73,568706;NA;NA;NA;NA;NA;0;1;"condo";"Ville-Marie"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/12501052?view=summary";"rent";"condo for rent";1550;3;1;1;79;1927;4,5;4,5;4,5;4,5;3,5;5;4;2,5;4;3;2,5;4;5;2;3;3,5;4,5;45,46866566;-73,56660637;NA;NA;NA;NA;NA;0;0;"condo";"Verdun"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/21249336?view=summary";"rent";"condo for rent";950;4;1;1;80;NA;4,5;5;4,5;5;3,5;5;4;1;2,5;3;2,5;4;4,5;1,5;3;4;5;45,496212;-73,640364;NA;NA;NA;NA;NA;0;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/15345316?view=summary";"rent";"condo for rent";2400;8;4;1;86;1927;4;5;4,5;4,5;3,5;4;5;2,5;1,5;3,5;2;3,5;4,5;2;3;0;5;45,476814;-73,619695;NA;NA;NA;NA;NA;0;0;"condo";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14249468?view=summary";"rent";"condo for rent";1450;4;1;1;98;2014;4,5;3,5;5;4,5;4,5;5;2;3,5;2;2,5;4,5;5;5;5;5;0;5;45,496252;-73,575191;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
"https://www.centris.ca/en/houses~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/11045484?view=summary";"rent";"house for rent";5700;8;3;3;50;1947;4,5;4,5;3,5;4;3,5;3,5;4,5;1;3;3;2;4;4,5;1,5;2;1,5;5;45,513576;-73,634912;5096;473,429951690821;3;NA;NA;1;1;"house";"Côte-des-Neiges-Notre-Dame-de-Grâce"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/16617459?view=summary";"rent";"condo for rent";3600;8;3;2;79;NA;1,5;4,5;5;4,5;4,5;5;1,5;3;5;2,5;3,5;5;5;3,5;4;2;5;45,493785;-73,557494;NA;NA;NA;1;NA;0;0;"condo";"Le Sud-Ouest"
"https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/11737730?view=summary";"rent";"condo for rent";2275;6;4;1;95;1900;4,5;4,5;5;4,5;4,5;5;2,5;3,5;5;2;5;5;4,5;5;4;1,5;5;45,51667;-73,567268;NA;NA;NA;NA;NA;0;0;"condo";"Ville-Marie"
